facility_id_cphl,Facility_CPHL,Level,Hub,DHIS2_Facility_Sync,Level_DHIS2,Facility_uid,Coordinates_DHIS2,Ownership_DHIS2,Authority_DHIS2,Subcounty_DHIS2,Subcounty_uid,District_CPHL,District_DHIS2,District_uid,Region_CPHL,Region_DHIS2,Region_uid
0,Amwoma HC III,HC III,Dokolo Hub,Amwoma HC II,HC II,ac9DA2VJVnk,"[33.130413,1.989916]",Government,MOH,Amwoma Subcounty,wMQ25dybdgH,Dokolo,Dokolo District,wMQ25dybdgH,Mid Northern,Northern Region,pz9Uu65Irbg
38,Anaka HC II,HC II,Madi Opei Hub,Anaka HC II,HC II,bLzMzz5fzGQ,"[32.56768,3.36219]",Government,MOH,Palabek Gem Subcounty,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
0,Anaka Hospital,Hospital,Anaka Hub,Anaka Hospital,General Hospital,PgRLMNQdejC,"[31.94798,2.60271]",Government,MOH,Anaka Subcounty,zNgVoDVPYgD,Nwoya,Nwoya District,zNgVoDVPYgD,Mid Northern,Northern Region,pz9Uu65Irbg
0,Anepmoroto HC II,HC II,Lira Hub,Anepmoroto HC II,HC II,OkXiLXdu8pG,"[33.29167,2.37004]",Government,MOH,Orum Subcounty,aXjub1BYn1y,Otuke,Otuke District,aXjub1BYn1y,Mid Northern,Northern Region,pz9Uu65Irbg
0,Angagura HC III,HC III,Kitgum Hub,Angagura HC III,HC III,ygTUi4HvPHJ,"[32.6379,2.96914]",Government,MOH,Angangura Subcounty,aBrjuZk0W31,Pader,Pader District,aBrjuZk0W31,Mid Northern,Northern Region,pz9Uu65Irbg
0,Angal St. Luke HOSPITAL,Hospital,Nebbi Hub,Angal St. Luke HOSPITAL,General Hospital,K7Do3WBvmLa,"[31.193022,2.411255]",Private Not For Profit,UCMB,Nyaravur Subcounty,Xjc0LDFa5gW,Nebbi,Nebbi District,Xjc0LDFa5gW,West Nile,Northern Region,pz9Uu65Irbg
0,Angaya HC III,HC III,Gulu Hub,Angaya HC III,HC III,P2sdfoxH0a7,"[32.37903,2.83776]",Government,MOH,Unyama sub county,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
0,Anita HC II,HC II,Abim Hub,,,,,,,,,Abim,,,North East,,
0,Ankole Tea Factory HC II,HC II,Bushenyi Hub,Ankole Tea Factory HC II,HC II,BoGS6ZmpQc2,"[30.11174,-0.42080]",Private Not For Profit,CSO,Kyamuhunga Subcounty,It5UGwdHAPF,Bushenyi,Bushenyi District,It5UGwdHAPF,South Western,Western Region,auJdpeHbeet
0,Anyacoto HC II,HC II,Dokolo Hub,Anyacoto HC II,HC II,fb3OMf58qdu,"[33.075318,1.939784]",Government,MOH,Okwongodul Subcounty,wMQ25dybdgH,Dokolo,Dokolo District,wMQ25dybdgH,Mid Northern,Northern Region,pz9Uu65Irbg
0,Anyara HC III,HC III,Kaberamaido Hub,Anyara HC III,HC III,ZOAvFhJT2vI,"[33.32390,1.928000]",Government,MOH,Anyara Subcounty,QoRZB7xc3j9,Kaberamaido,Kaberamaido District,QoRZB7xc3j9,North East,Eastern Region,adZ6T35ve4h
0,Anyavu HC II,HC II,Arua Hub,Anyavu HC II,HC II,M7xUX14enRA,"[30.86051,2.6775]",Private Not For Profit,UPMB,Logiri Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
41,Anyeke HC IV,HC IV,Aber Hub,Anyeke HC IV,HC IV,EYklRtOZrwz,"[32.50921,2.39086]",Government,MOH,Oyam Town council,xpIFdCMhVHG,Oyam,Oyam District,xpIFdCMhVHG,Mid Northern,Northern Region,pz9Uu65Irbg
0,Anyiribu HC III,HC III,Arua Hub,Anyiribu HC III,HC III,FKuNaclJDeD,"[31.11361,2.56272]",Government,MOH,Anyiribu Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
42,Apac HOSPITAL,Hospital,Apac Hub ,Apac HOSPITAL,General Hospital,OeBKA5gCBXG,"[32.533801,1.981577]",Government,MOH,Apac Town Council,JyZJhGXKeEq,Apac,Apac District,JyZJhGXKeEq,Mid Northern,Northern Region,pz9Uu65Irbg
44,Apala HC III,HC III,Alebtong Hub ,Apala HC III,HC III,AKNaO98uuZO,"[33.04103,2.40401]",Government,MOH,Apala Subcounty,p7EEgDEX3jT,Alebtong,Alebtong District,p7EEgDEX3jT,Mid Northern,Northern Region,pz9Uu65Irbg
0,Apalabarowo HC III,HC III,Lira Hub,Apalabarowo HC III,HC III,vt2z3wXqBGE,"[32.75773,2.35608]",Government,MOH,Alito Subcounty,Y4LV8xqkv6J,Kole,Kole District,Y4LV8xqkv6J,Mid Northern,Northern Region,pz9Uu65Irbg
0,Apapai HC II,HC II,Kaberamaido Hub,Apapai HC II,HC II,auhs8cHBTlW,"[33.39462,1.91349]",Government,MOH,Apapai Subcounty,QoRZB7xc3j9,Kaberamaido,Kaberamaido District,QoRZB7xc3j9,North East,Eastern Region,adZ6T35ve4h
0,Apapai HC IV,HC IV,Serere Hub,Apapai HC IV,HC IV,qzSy84YdUkX,"[33.29067,1.52954]",Government,MOH,Bugondo Subcounty,zJfpujxC1kD,Serere,Serere District,zJfpujxC1kD,North East,Eastern Region,adZ6T35ve4h
0,Aparanga HC II,HC II,Anaka Hub,Aparanga HC II,HC II,MT5KksXURUZ,"[31.90209,2.55743]",Government,MOH,Purongo Subcounty,zNgVoDVPYgD,Nwoya,Nwoya District,zNgVoDVPYgD,Mid Northern,Northern Region,pz9Uu65Irbg
0,Apeitolim HC II,HC II,Matany Hub,Apeitolim HC II,HC III,yTVIFlAzVwb,"[34.27439,2.5666]",Government,MOH,Lokopo Subcounty,EDhGji3EteB,Napak,Napak District,EDhGji3EteB,North East,Northern Region,pz9Uu65Irbg
0,Apire HC III,HC III,Apac Hub ,Apire HC II,HC II,vbqYR19aqUK,"[32.68238,2.00531]",Government,MOH,Aduku Subcounty,JyZJhGXKeEq,Apac,Apac District,JyZJhGXKeEq,Mid Northern,Northern Region,pz9Uu65Irbg
0,Apo HC II,HC II,Yumbe Hub,Apo HC III,HC III,adctmXQVM9M,"[31.26856,3.50093]",Government,MOH,Apo Subcounty,W1JM2Qdhcv3,Yumbe,Yumbe District,W1JM2Qdhcv3,West Nile,Northern Region,pz9Uu65Irbg
0,Apodorwa HC II,HC II,kiryandongo Hub,Apodorwa HC II,HC II,NwDdmtvuy4J,"[31.91936,1.86624]",Government,MOH,Kigumba Subcounty,B0G9cqixld8,Kiryandongo,Kiryandongo District,B0G9cqixld8,Mid Western,Western Region,auJdpeHbeet
46,Apoi HC III,HC III,Apac Hub ,Apoi HC III,HC III,x6tiiRt28yz,"[32.49727,1.73669]",Government,MOH,Akokoro Subcounty,JyZJhGXKeEq,Apac,Apac District,JyZJhGXKeEq,Mid Northern,Northern Region,pz9Uu65Irbg
0,Apopong HC III,HC II,Pallisa Hub,Apopong HC III,HC III,DE5VuZb0Xei,"[33.614172,1.254715]",Government,MOH,Apopong Subcounty,WiVj4bEhX4P,Pallisa,Pallisa District,WiVj4bEhX4P,Mid Eastern,Eastern Region,adZ6T35ve4h
47,Aputi HC III,HC III,Amolatar Hub,Aputi HC III,HC III,XQqrn8K8jyL,"[32.913257,1.725994]",Government,MOH,Aputi Subcounty,ZuQHWOaFQVM,Amolatar,Amolatar District,ZuQHWOaFQVM,Mid Northern,Northern Region,pz9Uu65Irbg
0,Apwori HC III,HC III,Apac Hub ,Apwori HC III,HC III,CWtHofajIfs,"[32.70076,1.84939]",Government,MOH,Chawente Subcounty,JyZJhGXKeEq,Apac,Apac District,JyZJhGXKeEq,Mid Northern,Northern Region,pz9Uu65Irbg
0,Apyeta HC II,HC II,Madi Opei Hub,Apyeta HC II,HC II,mG8iTKOSCCi,0,Government,MOH,Palabek Ogili Subcounty,xy0M4HhjXtD,Lamwo,Lamwo District,xy0M4HhjXtD,Mid Northern,Northern Region,pz9Uu65Irbg
0,Archdicondary HC II,HC II,Kitgum Hub,Archdeaconary HC II,HC II,CK05rJs1H25,"[32.87815,3.29907]",Private Not For Profit,UPMB,Kitgum Town council,pnTVIF5v27r,Kitgum,Kitgum District,pnTVIF5v27r,Mid Northern,Northern Region,pz9Uu65Irbg
0,Aripea HC III,HC III,Arua Hub,Aripea HC III,HC III,QF2BTAZ1r3Z,"[31.04076,3.17306]",Private Not For Profit,UCMB,Aii-Ivu Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
0,Arivu HC III,HC III,Arua Hub,,,,,,,,,Arua,,,West Nile,,
0,Ariwa HC III,HC III,Yumbe Hub,Ariwa HC III,HC III,hcm0msXFRQJ,"[31.394895,3.244319]",Government,MOH,Ariwa SubCounty,W1JM2Qdhcv3,Yumbe,Yumbe District,W1JM2Qdhcv3,West Nile,Northern Region,pz9Uu65Irbg
0,Aroi HC III,HC III,Arua Hub,Aroi HC III,HC III,l268ov5GFsR,"[30.89712,3.11364]",Government,MOH,Aroi Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
49,Aromo HC III,HC III,Lira Hub,Aromo HC III,HC III,SvBwj5ZrWMx,"[32.82068,2.61719]",Government,MOH,Aromo Subcounty,Lj8t70RYnEt,Lira,Lira District,Lj8t70RYnEt,Mid Northern,Northern Region,pz9Uu65Irbg
0,Arua Police HC III,HC III,Arua Hub,Arua Police HC III,HC III,Oib4aFmRmve,"[30.91136,3.01712]",Government,Police,Arua Hill Division,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
50,Arua REGIONAL REF HOSPITAL,Regional Referral Hospital,Arua Hub,Arua REGIONAL REF HOSPITAL,RR Hospital,THGKB3lHEUx,"[30.90576,3.01991]",Government,MOH,Arua Hill Division,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
0,Asamuk HC III,HC III,Amuria Hub,Asamuk HC III,HC III,Sj7ljAIcmjq,"[33.70098,1.97926]",Government,MOH,Asamuk Subcounty,TM6ccNxawqy,Amuria,Amuria District,TM6ccNxawqy,North East,Eastern Region,adZ6T35ve4h
0,Asuret HC III,HC III,Soroti Hub,Asuret HC III,HC III,AY24xwaz8Ml,"[33.598918,1.628748]",Government,MOH,Asuret Subcounty,srmGjHrpVE5,Soroti,Soroti District,srmGjHrpVE5,North East,Eastern Region,adZ6T35ve4h
0,Atabu HC II,HC II,Dokolo Hub,Atabu HC II,HC II,RZwOQM4fzR3,"[33.132513,2.052794]",Government,MOH,Bata Subcounty,wMQ25dybdgH,Dokolo,Dokolo District,wMQ25dybdgH,Mid Northern,Northern Region,pz9Uu65Irbg
52,Atanga HC III,HC III,Pajule Hub ,Atanga HC III,HC II,SF33CGHTeUn,"[32.72317,2.99077]",Government,MOH,Atanga Subcounty,aBrjuZk0W31,Pader,Pader District,aBrjuZk0W31,Mid Northern,Northern Region,pz9Uu65Irbg
0,Atangi HC III,HC III,Tororo Hub,Atangi HC III,HC III,I3q42sKAJua,"[34.23691,0.75344]",Government,MOH,Kwapa Subcounty,KhT80mlwJ3Y,Tororo,Tororo District,KhT80mlwJ3Y,Mid Eastern,Eastern Region,adZ6T35ve4h
0,Atangwata HC III,HC III,Alebtong Hub ,Atangwata HC II,HC II,kGKMylkSAy8,"[33.41086,2.52445]",Government,MOH,Ogor Subcounty,aXjub1BYn1y,Otuke,Otuke District,aXjub1BYn1y,Mid Northern,Northern Region,pz9Uu65Irbg
0,Atari HC II,HC II,Kapchorwa Hub,Atari HC II,HC II,z8ztvhCaf1r,"[34.44262,1.50089]",Government,MOH,Bunambutye Subcounty,auLatLbcOxf,Kapchorwa,Bulambuli District,auLatLbcOxf,Mid Eastern,Eastern Region,adZ6T35ve4h
53,Atiak HC IV,HC IV,Atiak Hub,Atiak HC IV,HC IV,i5CDWEBfo9n,"[32.122702,3.262006]",Government,MOH,Attiak Subcounty,C0RSe3EWBqU,Amuru,Amuru District,C0RSe3EWBqU,Mid Northern,Northern Region,pz9Uu65Irbg
0,Atiira HC III,HC III,Serere Hub,Atiira HC III,HC III,sUtrRkuRSAm,"[33.51307,1.60181]",Government,MOH,Atiira Subcounty,zJfpujxC1kD,Serere,Serere District,zJfpujxC1kD,North East,Eastern Region,adZ6T35ve4h
0,Atirir HC IV,HC IV,Soroti Hub,Atirir HC IV,HC IV,Wyvz7rsEBpd,"[33.45841,1.90514]",Government,MOH,Katine Subcounty,srmGjHrpVE5,Soroti,Soroti District,srmGjHrpVE5,North East,Eastern Region,adZ6T35ve4h
0,Atool HC II,HC II,Atutur Hub,,,,,,,,,Kumi,,,North East,,
0,Atoot HC II,HC II,Ngora Hub ,Atoot HC II,HC II,QDqSXZrFf6O,"[33.77803,1.3939]",Government,MOH,Kobuin Subcounty,aj4hsYK3dVm,Ngora,Ngora District,aj4hsYK3dVm,North East,Eastern Region,adZ6T35ve4h
0,Atunga HC II,HC II,Abim Hub,Atunga HC II,HC II,Ug8m4dtpeYZ,"[33.67523,2.74881]",Government,MOH,Abim Subcounty,NREoMszwQZW,Abim,Abim District,NREoMszwQZW,North East,Northern Region,pz9Uu65Irbg
0,Atutur Hospital,Hospital,Atutur Hub,Atutur Hospital,General Hospital,aOoSM1O7H9D,"[33.990778,1.412704]",Government,MOH,Atutur Subcounty,saT18HClZoz,Kumi,Kumi District,saT18HClZoz,North East,Eastern Region,adZ6T35ve4h
0,Aukot HC II,HC II,Soroti Hub,Aukot HC II,HC II,t7m1vt8ZdgY,"[33.69355,1.61767]",Government,MOH,Gweri Subcounty,srmGjHrpVE5,Soroti,Soroti District,srmGjHrpVE5,North East,Eastern Region,adZ6T35ve4h
0,Avogera HC II,HC II,Buliisa Hub,Avogera HC III,HC III,x5YYIG54agu,"[31.51079,2.20229]",Government,MOH,Ngwedo Subcounty,CQTmrrriwOq,Buliisa,Buliisa District,CQTmrrriwOq,Mid Western,Western Region,auJdpeHbeet
0,Awaca HC IV,HC IV,Gulu Hub,,,,,,,,,Gulu,,,Mid Northern,,
0,Awach HC II,HC II,Abim Hub,Awach HC II,HC II,sYhGbKU5621,"[33.56772,2.62952]",Government,MOH,Lotuke Subcounty,NREoMszwQZW,Abim,Abim District,NREoMszwQZW,North East,Northern Region,pz9Uu65Irbg
57,Awach HC IV,HC IV,Gulu Hub,Awach HC IV,HC IV,Z1dfGmIoSeF,"[32.40077,2.97058]",Government,MOH,Awach Subcounty,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
0,Awaliwal HC II,HC II,Soroti Hub,Awaliwal HC II,HC II,gqpItvve2Rk,"[33.7089,1.80849]",Government,MOH,Gweri Subcounty,srmGjHrpVE5,Soroti,Soroti District,srmGjHrpVE5,North East,Eastern Region,adZ6T35ve4h
0,Awebwa Maternity Center,Special Clinic,Luwero Hub,Awebwa Maternity Center,HC II,ATH6V5ik1cF,"[32.50139,0.83352]",Private For Profit,Local Government,Luwero Town Council,tr9XWtYsL5P,Luweero,Luwero District,tr9XWtYsL5P,Central 2,Central Region,VA90IqaI4Ji
0,Awelo HC II,HC II,Dokolo Hub,Awelo HC II,HC II,am0CWdRoImq,"[33.08905,1.7865]",Government,MOH,Adeknino Subcounty,wMQ25dybdgH,Dokolo,Dokolo District,wMQ25dybdgH,Mid Northern,Northern Region,pz9Uu65Irbg
0,Awer HC II,HC II,Atiak Hub,Awer HC II,HC II,XdXAfIaLuld,"[32.1729,2.84144]",Government,MOH,Lamogi Subcounty,C0RSe3EWBqU,Amuru,Amuru District,C0RSe3EWBqU,Mid Northern,Northern Region,pz9Uu65Irbg
0,Awere HC III,HC III,Pajule Hub ,Awere HC III,HC III,arbBXd1KN8n,"[32.79421,2.68842]",Government,MOH,Awere Subcounty,aBrjuZk0W31,Pader,Pader District,aBrjuZk0W31,Mid Northern,Northern Region,pz9Uu65Irbg
0,Awiri HC II,HC II,Dokolo Hub,Awiri HC II,HC II,AWgqpMWL7Qh,0,Government,MOH,Dokolo Subcounty,wMQ25dybdgH,Dokolo,Dokolo District,wMQ25dybdgH,Mid Northern,Northern Region,pz9Uu65Irbg
0,Awoo HC II,HC II,Lalogi Hub ,Awoo HC II,HC II,zardxfXWmkO,"[32.41412,2.53483]",Government,MOH,Lakwana Subcounty,S5fvUXgY54J,Gulu,Omoro District,S5fvUXgY54J,Mid Northern,Northern Region,pz9Uu65Irbg
0,Ayago HC III,HC III,Lira Hub,Ayago HC III,HC III,AXlKF4953Sh,"[32.91678,2.25021]",Government,MOH,Railways Division,Lj8t70RYnEt,Lira,Lira District,Lj8t70RYnEt,Mid Northern,Northern Region,pz9Uu65Irbg
0,Ayer HC II,HC II,Lira Hub,Ayer HC II,HC II,DBbZ5zoI94F,"[32.64342,2.23017]",Government,MOH,Ayer Subcounty,Y4LV8xqkv6J,Kole,Kole District,Y4LV8xqkv6J,Mid Northern,Northern Region,pz9Uu65Irbg
0,Ayipe HC III,HC III,Koboko Hub ,Ayipe HC III,HC III,mMZD31O698s,"[30.92069,3.55452]",Government,MOH,Kuluba Subcounty,iqsaGItA68C,Koboko,Koboko District,iqsaGItA68C,West Nile,Northern Region,pz9Uu65Irbg
0,Ayira Health Services,Special Clinic,Lira Hub,Ayira Health Services,HC IV,FkTtVWHYtc1,"[32.89498,2.26901]",Private For Profit,0,Adyel Division,Lj8t70RYnEt,Lira,Lira District,Lj8t70RYnEt,Mid Northern,Northern Region,pz9Uu65Irbg
0,Ayivuni HC III,,Arua Hub,Ayivuni HC III,HC III,Ae8zVsIuHFC,"[30.82594,3.099840]",Government,MOH,Ayivuni Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
62,Aywee HC III,HC III,Gulu Hub,Aywee HC III,HC III,aE0Yzd3YZQ9,"[32.31648,2.76039]",Government,MOH,Pece Division,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
0,Azaipi HC III,HC III,Adjumani Hub,,,,,,,,,Adjumani,,,West Nile,,
0,Azur Christian HC IV,HC IV,Hoima Hub,,,,,,,,,Hoima,,,Mid Western,,
0,Baitambogwe HC III,HC III,Iganga Hub,Baitambogwe HC III,HC III,dBJMmXzJwYi,"[33.40877,0.55601]",Government,MOH,Baitambogwe Subcounty,mv4gKtY0qW8,Mayuge,Mayuge District,mv4gKtY0qW8,East Central,Eastern Region,adZ6T35ve4h
0,Bala HC III,HC III,Lira Hub,Bala HC III,HC III,rEncXrvkJ3Z,"[32.73825,2.19306]",Government,MOH,Balla Subcounty,Y4LV8xqkv6J,Kole,Kole District,Y4LV8xqkv6J,Mid Northern,Northern Region,pz9Uu65Irbg
0,Balawoli HC III,HC III,Kamuli Hub,Balawoli HC III,HC III,X0BZOCXmDkj,"[33.09995,1.03223]",Government,MOH,Balawoli Subcounty,oyygQ2STBST,Kamuli,Kamuli District,oyygQ2STBST,East Central,Eastern Region,adZ6T35ve4h
0,Bamugolodde HC III,HC III,Nakasongola Hub,Bamugolodde HC III,HC III,aSMuKx05RO8,"[32.73307,1.10376]",Government,MOH,Kalongo Subcounty (Nakasongola),aUcYGQCK9ub,Nakasongola,Nakasongola District,aUcYGQCK9ub,Central 2,Central Region,VA90IqaI4Ji
0,Bamunanika HC III,HC III,Luwero Hub,Bamunanika HC III,HC III,Y8UhpQhdeP2,"[32.60648,0.69568]",Government,MOH,Bamunanika Subcounty,tr9XWtYsL5P,Luweero,Luwero District,tr9XWtYsL5P,Central 2,Central Region,VA90IqaI4Ji
0,Bamusuuta/Bamusuta Project HC II,HC II,Kiboga Hub,Bamusuuta/Bamusuta Project HC II,HC II,YuEmzNR0L9A,"[31.75196,0.91461]",Private Not For Profit,UPMB,Kiboga Town Council,GLHh0BXys9w,Kiboga,Kiboga District,GLHh0BXys9w,Central 2,Central Region,VA90IqaI4Ji
0,Banda HC II (Wakiso),HC II,Kampala Hub,,,,,,,,,Wakiso,,,Central 1,,
0,Banda HC III (Namayingo),HC III,Buyinja Hub,Banda HC III,HC III,eAfaPMGjisn,0,Government,MOH,Banda Subcounty,Ut0ysYGEipO,Namayingo,Namayingo District,Ut0ysYGEipO,East Central,Eastern Region,adZ6T35ve4h
0,Barakala HC III,HC II,Yumbe Hub,Barakala HC III,HC III,e1kEs6glxbT,"[31.338106,3.492237]",Government,MOH,Romogi Subcounty,W1JM2Qdhcv3,Yumbe,Yumbe District,W1JM2Qdhcv3,West Nile,Northern Region,pz9Uu65Irbg
0,Barapwo HC III,HC III,Lira Hub,Barapwo HC III,HC III,amDpMeSgs3P,"[32.83556,2.25340]",Government,MOH,Lira Subcounty,Lj8t70RYnEt,Lira,Lira District,Lj8t70RYnEt,Mid Northern,Northern Region,pz9Uu65Irbg
0,Bardege HC III,HC III,Gulu Hub,,,,,,,,,Gulu,,,Mid Northern,,
0,Bardyang HC II,HC II,Dokolo Hub,,,,,,,,,Dokolo,,,Mid Northern,,
0,Barjobi HCIII,HC III,Lira Hub,Barjobi HC III,HC III,O4N8uOmlbM6,"[33.04483,2.52856]",Government,MOH,Okwang Subcounty,aXjub1BYn1y,Otuke,Otuke District,aXjub1BYn1y,Mid Northern,Northern Region,pz9Uu65Irbg
0,Barocok HC II,HC II,Lira Hub,,,,,,,,,Otuke,,,Mid Northern,,
0,Barr HC III,HC III,Lira Hub,Barr HC III,HC III,CpZY2oCsE5i,"[33.03928,2.25043]",Government,MOH,Barr Subcounty,Lj8t70RYnEt,Lira,Lira District,Lj8t70RYnEt,Mid Northern,Northern Region,pz9Uu65Irbg
0,Bata HC III,HC III,Dokolo Hub,Bata HC III,HC III,NunHrloqul7,"[33.208997,2.07534]",Government,MOH,Bata Subcounty,wMQ25dybdgH,Dokolo,Dokolo District,wMQ25dybdgH,Mid Northern,Northern Region,pz9Uu65Irbg
0,Bathania HC III,HC III,Kakindo Hub,,,,,,,,,Kibaale,,,Mid Western,,
0,Bbaale HC IV,HC IV,Kayunga Hub,Bbaale HC IV,HC IV,ptIo7ouXsPw,"[32.88569,1.10560]",Government,MOH,Bbaale Subcounty,ykxQEnZGXkj,Kayunga,Kayunga District,ykxQEnZGXkj,Central 2,Central Region,VA90IqaI4Ji
0,Bbira HC II,HC II,kassanda Hub,Bbira HC II,HC II,alzSFDpdbba,"[32.49842,0.32855]",Private Not For Profit,UPMB,Wakiso Subcounty,aIahLLmtvgT,Mubende,Wakiso District,aIahLLmtvgT,Central 2,Central Region,VA90IqaI4Ji
0,Beatrice Tierney HC III,HC III,Tororo Hub,Beatrice Tierne HC II,HC II,asYho1oZJbG,"[34.37796,1.05398]",Private Not For Profit,CSO,Bulucheke Subcounty,AhwgeZQYj16,Manafwa,Bududa District,AhwgeZQYj16,Mid Eastern,Eastern Region,adZ6T35ve4h
0,Benedict Medical Centre,Medical Centre,Kampala Hub,Benedict Medical Centre  HC IV,HC IV,QUd8daomu0P,"[32.64301,0.30274]",Private Not For Profit,UCMB,Nakawa Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
0,Besia HC III,HC III,Moyo Hub,Besia HC III,HC III,jLzgzQoTP73,"[31.71814,3.64888]",Government,MOH,Moyo Town Council,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
0,Bethany Women & Fertility Hospital,Hospital,Kampala Hub,Bethany Women and Family Hospital,General Hospital,GIBdXqBaa89,0,Private For Profit,Local Government,Nakawa Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
0,Bibia HC III,HC III,Atiak Hub,Bibia HC III,HC III,N00TPmBoIls,"[32.078242,3.481146]",Government,MOH,Attiak Subcounty,C0RSe3EWBqU,Amuru,Amuru District,C0RSe3EWBqU,Mid Northern,Northern Region,pz9Uu65Irbg
0,Biddabugya HC III,HC III,Ngoma Hub,Bidabugya HC III,HC III,YTCehe1KMvF,"[32.43560,0.73524]",Government,MOH,Kasangombe Subcounty,aSbgVKaeCP0,Nakaseke,Nakaseke District,aSbgVKaeCP0,Central 2,Central Region,VA90IqaI4Ji
0,Bigasa HC III,HC III,Ssembabule Hub,Bigasa HC III,HC III,HW6fE9RYBjI,"[31.62646,-0.08727]",Government,MOH,Bigasa Subcounty,Ame30QOwuX6,Bukomansimbi,Bukomansimbi District,Ame30QOwuX6,Central 1,Central Region,VA90IqaI4Ji
0,Bigodi HC III,HC III,Rukunyu Hub ,Bigodi HC III,HC III,d3ugFJbENWb,"[30.40955,0.403203]",Government,MOH,Busiriba Subcounty,uCVQXAdKqL9,Kamwenge,Kamwenge District,uCVQXAdKqL9,Mid Western,Western Region,auJdpeHbeet
0,Biguli  HC III,HC III,Rukunyu Hub ,Biguli HC III,HC III,Sg3h27N489f,0,Government,MOH,Biguli Subcounty,uCVQXAdKqL9,Kamwenge,Kamwenge District,uCVQXAdKqL9,Mid Western,Western Region,auJdpeHbeet
0,Bigungiro HC II,HC II,Kabale Hub,Bigungiro HC II,HC II,oZVIABxg51n,"[29.99966,-1.20885]",Government,MOH,Nyamweru Subcounty,wZrfAgC3WrU,Rubanda,Rubanda District,wZrfAgC3WrU,South Western,Western Region,auJdpeHbeet
0,Bihanga Army HC II,HC II,Ruhoko Hub,,,,,,,,,Ibanda,,,South Western,,
0,Bihanga HC II (Kamwenge),HC II,Rukunyu Hub ,Bihanga HC II,HC II,rQkhTj9VFoS,0,Government,MOH,Kamwenge Bihanga subcounty,uCVQXAdKqL9,Kamwenge,Kamwenge District,uCVQXAdKqL9,Mid Western,Western Region,auJdpeHbeet
0,Bihanga HC III (Buhweju),HC III,Nsiika Hub,Bihanga HC III,HC III,Fi6rNyCYxsL,"[30.35651,-0.32842]",Government,MOH,Buhweju Bihanga Subcounty,sWoNWQZ9qrD,Buhweju,Buhweju District,sWoNWQZ9qrD,South Western,Western Region,auJdpeHbeet
0,Biharwe HC III,HC III,Mbarara Hub,Biharwe (Nyabuhama) HC III,0,hAdnePvF54E,"[30.73407,-0.52566]",Government,MOH,Biharwe Subcounty,auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
0,Biikira HC III,HC III,Rakai Hub,,,,,,,,,Rakai,,,Central 1,,
0,Biiso HC III,HC III,Buliisa Hub,Biiso HC III,HC III,EPMb6dGjqnz,"[31.41986,1.76090]",Government,MOH,Biiso Subcounty,CQTmrrriwOq,Buliisa,Buliisa District,CQTmrrriwOq,Mid Western,Western Region,auJdpeHbeet
0,Biko HC II,HC II,Amolatar Hub,Biko HC II,HC III,gK0K0TF0Nci,"[32.6384,1.50636]",Government,MOH,Namasale Town Council,ZuQHWOaFQVM,Amolatar,Amolatar District,ZuQHWOaFQVM,Mid Northern,Northern Region,pz9Uu65Irbg
0,Bikurungu HC III,HC III,Nyakibale Hub,Bikurungu HC III,HC III,gbBl9ETEePr,"[29.84193,-0.64328]",Government,MOH,Bwambara Subcounty,tugqr4dY6wq,Rukungiri,Rukungiri District,tugqr4dY6wq,South Western,Western Region,auJdpeHbeet
0,Bileafe HC III,HC III,Arua Hub,Bileafe HC III,HC III,VUB4COm63ZQ,"[31.08472,3.10622]",Government,MOH,Uriama Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
